CustomerID;Age;MonthlyIncome;TotalDebt;CreditLimit;PaymentHistory;NumberOfCreditCards;YearsWithCompany;AverageMonthlyBalance;CreditStatus
5144;29;7216;16875;16160;On Time;5;15;3654;Bad
5145;44;5368;19367;20223;On Time;1;9;3230;Bad
5146;59;4617;5532;5000;Late;3;11;4193;Bad
5147;40;2443;9585;15492;On Time;1;10;3717;Bad
5148;42;4875;7750;7112;On Time;3;10;4847;Good
5149;38;6235;7898;14871;On Time;2;19;4584;Good
5150;69;6418;15929;18569;On Time;4;1;3499;Bad
5151;41;5756;3440;23695;On Time;5;17;3824;Good
5152;42;4188;12332;10309;On Time;3;19;2788;Good
5153;62;2034;13641;12371;On Time;2;18;3416;Bad
5154;63;4257;9289;14522;On Time;5;17;3672;Good
5155;49;4543;14465;10127;On Time;3;19;2454;Good
5156;49;4530;10738;19892;On Time;2;3;4530;Good
5157;22;5927;16085;14649;On Time;5;13;2618;Bad
5158;53;7978;2388;15609;On Time;1;2;3306;Good
5159;63;5185;8256;18100;On Time;4;9;2818;Good
5160;59;4674;9640;14641;On Time;4;13;4470;Good
5161;66;4611;0;10912;On Time;1;1;1622;Good
5162;59;5186;4570;14684;On Time;4;10;1720;Good
5163;56;3757;5932;10719;On Time;4;3;2405;Bad
5164;33;5180;14741;15539;On Time;3;10;2622;Good
5165;50;5676;6465;19984;On Time;2;19;3054;Good
5166;66;5314;5909;9125;On Time;1;7;1722;Good
5167;38;5686;14087;7338;On Time;2;17;3251;Good
5168;26;5650;1910;15246;On Time;4;12;1704;Good
5169;23;2342;0;11161;On Time;2;8;3135;Bad
5170;68;5955;8192;15158;On Time;5;18;4190;Good
5171;62;3993;2761;16602;On Time;1;3;3857;Bad
5172;52;3356;2951;5000;On Time;1;4;2651;Bad
5173;56;3343;12867;18449;On Time;1;8;2391;Bad
5174;39;5650;14379;9151;On Time;3;5;5569;Good
5175;58;4666;13944;14888;On Time;2;11;3690;Good
5176;22;2477;15543;11703;Late;2;2;3653;Bad
5177;59;5717;16205;12240;On Time;3;19;4011;Bad
5178;40;2840;0;23469;On Time;1;3;3570;Bad
5179;34;5209;12252;16596;On Time;3;12;3563;Good
5180;29;5357;7351;19523;On Time;3;7;3357;Good
5181;40;6328;6262;15754;On Time;4;6;3325;Good
5182;33;7672;12802;18100;On Time;1;8;2723;Good
5183;20;2952;1348;17086;Late;5;5;2930;Bad
5184;47;4921;1244;16272;On Time;4;13;4532;Good
5185;39;4585;13167;20535;On Time;1;13;3858;Good
5186;26;5650;12438;15782;On Time;1;1;2187;Good
5187;46;5323;10683;26425;On Time;1;14;3938;Good
5188;64;4471;5600;19802;On Time;2;4;2937;Good
5189;54;4338;13719;9302;On Time;1;1;2268;Good
5190;40;3325;13401;14117;Late;1;14;3427;Bad
5191;30;6481;10426;16985;On Time;5;19;2156;Good
5192;49;5688;4113;15222;On Time;1;19;2107;Good
5193;63;6376;7873;18434;On Time;3;3;4293;Good
5194;69;4534;14189;18985;On Time;1;11;1788;Good
5195;64;4014;16635;8202;On Time;1;9;3211;Bad
5196;65;3382;8367;21405;On Time;1;19;3891;Bad
5197;40;5538;8751;12515;On Time;2;2;2190;Good
5198;62;3440;9191;12020;On Time;4;13;4112;Bad
5199;34;7772;11374;12004;On Time;2;3;3634;Good
5200;57;3038;7094;19042;On Time;5;11;6455;Bad
5201;38;5410;0;13664;On Time;5;14;3169;Good
5202;19;7350;15963;11682;On Time;3;15;4897;Bad
5203;54;5898;18973;12880;On Time;3;5;1819;Bad
5204;23;5263;6938;6026;On Time;5;7;2236;Good
5205;61;3547;4666;10789;On Time;4;2;4134;Bad
5206;35;2927;9314;8802;On Time;4;6;2472;Bad
5207;47;6155;9062;13654;Late;5;11;2560;Bad
5208;39;7259;14977;18320;On Time;1;2;4912;Good
5209;50;4341;10273;17769;On Time;2;13;3709;Good
5210;47;3291;6036;21283;Late;2;1;3575;Bad
5211;34;1312;3407;20169;On Time;1;3;3319;Bad
5212;60;3528;14328;12357;On Time;4;2;3417;Bad
5213;49;4829;12997;15095;On Time;2;19;1282;Good
5214;59;7398;15302;14837;On Time;2;9;3196;Bad
5215;68;6009;5159;5000;On Time;3;18;2335;Good
5216;31;5457;19192;8913;On Time;4;1;4047;Bad
5217;27;4399;1281;14163;On Time;5;14;2322;Good
5218;64;4125;13548;14135;On Time;5;14;2473;Good
5219;68;7108;452;17561;On Time;1;18;1664;Good
5220;53;5301;6048;17318;Late;2;13;3659;Bad
5221;51;1846;17805;6146;On Time;5;4;4454;Bad
5222;26;3989;14156;17592;On Time;1;18;2128;Bad
5223;59;3712;7268;15892;On Time;3;19;2356;Bad
5224;45;4180;7405;18116;On Time;4;4;4021;Good
5225;28;5844;10503;20334;On Time;2;6;2959;Good
5226;31;4838;12570;14285;Late;2;12;3235;Bad
5227;56;4884;16257;21227;Late;1;9;3544;Bad
5228;64;6970;7718;10552;On Time;2;13;2774;Good
5229;36;3955;1941;10271;On Time;4;14;2648;Bad
5230;32;7796;10784;17143;On Time;5;15;2090;Good
5231;45;3993;7712;13156;On Time;1;14;1991;Bad
5232;41;5133;3496;16308;On Time;4;18;1118;Good
5233;25;4578;11488;24964;On Time;2;2;3163;Good
5234;60;5185;8934;16967;On Time;5;3;3163;Good
5235;26;5666;11532;16060;On Time;4;18;3466;Good
5236;64;5650;5527;10653;On Time;5;19;3887;Good
5237;50;3870;12433;6500;On Time;5;18;3229;Bad
5238;50;3315;3414;14637;On Time;1;15;1611;Bad
5239;36;8754;5861;20334;On Time;2;6;2314;Good
5240;20;4274;8785;13385;On Time;3;4;2011;Good
5241;27;6048;18709;17007;On Time;3;10;2038;Bad
5242;57;2588;13924;22132;On Time;3;12;3566;Bad
5243;64;4580;15385;22007;On Time;4;5;3068;Bad
5244;59;4809;17085;17144;On Time;3;5;2113;Bad
5245;18;5709;28014;15850;On Time;2;16;3732;Bad
5246;46;916;10207;7406;On Time;3;18;2793;Bad
5247;67;5249;17102;11849;On Time;5;15;2260;Bad
5248;51;3275;15063;13596;Late;5;8;3413;Bad
5249;68;5486;14980;10738;On Time;5;1;4375;Good
5250;30;3445;18871;16242;On Time;3;9;2366;Bad
5251;18;3716;7903;24558;On Time;2;12;2062;Bad
5252;51;4589;7506;22588;On Time;2;1;3448;Good
5253;46;3421;11598;16219;On Time;3;5;3178;Bad
5254;65;4286;9086;18897;On Time;2;9;2570;Good
5255;64;3209;11592;11356;On Time;3;1;2396;Bad
5256;30;2250;17813;22320;On Time;2;14;3149;Bad
5257;65;6526;7609;7190;On Time;1;17;1837;Good
5258;66;3055;8476;19564;On Time;1;3;2589;Bad
5259;46;4731;10871;17477;On Time;2;16;2306;Good
5260;56;6129;8858;11220;On Time;5;8;2083;Good
5261;41;4077;429;13956;On Time;1;19;3250;Good
5262;43;3762;7099;9328;Late;4;15;4854;Bad
5263;34;5339;13436;9541;On Time;3;2;1451;Good
5264;24;6676;17187;7044;On Time;4;6;3865;Bad
5265;30;3246;4226;18837;On Time;2;10;3095;Bad
5266;22;4774;4203;21026;On Time;2;13;0;Good
5267;43;2401;10151;5000;On Time;5;15;2636;Bad
5268;66;4410;0;24191;On Time;1;11;6429;Good
5269;20;5051;7775;14939;On Time;1;9;952;Good
5270;24;3718;1319;16449;On Time;4;14;4186;Bad
5271;66;4314;16845;7637;On Time;1;3;3419;Bad
5272;56;2887;6153;21604;On Time;2;16;2097;Bad
5273;18;5115;18264;16001;On Time;5;8;3496;Bad
5274;66;6583;15567;20694;On Time;3;11;3425;Bad
5275;34;3354;6768;21104;Late;4;2;2937;Bad
5276;60;4065;4640;21674;On Time;4;5;2687;Good
5277;42;5753;9032;11758;On Time;3;12;2607;Good
5278;20;6818;9476;13960;On Time;2;9;3299;Good
5279;32;2760;11730;11941;On Time;4;11;3520;Bad
5280;46;4746;6117;19475;On Time;1;16;3980;Good
5281;60;5424;13731;16664;On Time;1;10;2840;Good
5282;49;4846;11326;20345;Late;1;11;3359;Bad
5283;43;1284;8298;20563;On Time;5;1;1710;Bad
5284;33;5751;6439;6363;On Time;3;1;1265;Good
5285;42;7279;9075;21753;On Time;2;1;2568;Good
5286;45;5174;5915;19754;On Time;1;15;1839;Good
5287;26;3453;10292;13153;On Time;1;9;2991;Bad
5288;18;4230;10427;16748;On Time;5;6;3412;Good
5289;46;7654;11308;14381;On Time;1;19;3084;Good
5290;39;6364;18831;18080;On Time;5;8;2482;Bad
5291;33;5960;9337;13143;On Time;3;17;2151;Good
5292;58;5534;15022;17394;On Time;4;12;3709;Bad
5293;68;4008;11147;15336;On Time;1;2;4082;Good
5294;61;4699;8808;12839;On Time;1;8;3009;Good
5295;68;4883;9404;15950;On Time;3;1;2231;Good
5296;58;5824;9705;28532;On Time;4;13;3750;Good
5297;24;7263;11398;11572;On Time;5;11;1751;Good
5298;31;6677;5203;13750;On Time;4;19;1935;Good
5299;46;2870;2673;11659;On Time;1;2;3643;Bad
5300;36;5335;13271;12183;On Time;3;18;1396;Good
5301;36;6105;14490;19078;On Time;2;4;1725;Good
5302;19;5928;13728;18579;On Time;3;7;4207;Good
5303;58;4056;10774;14970;On Time;5;5;1366;Good
5304;62;9371;13836;20131;On Time;5;9;2674;Good
5305;32;3084;13567;18967;Late;1;13;4754;Bad
5306;20;3375;13938;14188;On Time;3;18;3595;Bad
5307;28;5350;5702;7330;On Time;2;15;1968;Good
5308;63;8175;4515;19148;On Time;3;18;3352;Good
5309;47;3745;8057;15848;On Time;5;1;3423;Bad
5310;57;4601;9913;15111;Late;3;4;1897;Bad
5311;35;6615;8790;12669;On Time;1;13;3525;Good
5312;68;4973;616;18723;On Time;5;14;4324;Good
5313;65;4498;18608;16742;On Time;3;8;4574;Bad
5314;19;5848;8629;13815;On Time;3;5;3450;Good
5315;49;5408;10863;8872;On Time;1;7;3815;Good
5316;25;6545;16222;20339;On Time;1;9;2097;Bad
5317;39;6937;0;18024;On Time;3;6;4727;Good
5318;23;5460;7441;16277;On Time;2;12;2119;Good
5319;29;5437;8064;5000;On Time;5;11;2324;Good
5320;64;5321;8318;14810;On Time;3;15;2580;Good
5321;57;5733;9132;13793;On Time;1;17;2474;Good
5322;53;5082;17235;11907;On Time;5;3;1834;Bad
5323;32;4999;13367;18771;On Time;1;17;2716;Good
5324;45;6794;14790;18574;On Time;5;8;4527;Good
5325;69;7274;10235;17184;On Time;3;12;2369;Good
5326;66;2738;3003;20189;On Time;4;13;2416;Bad
5327;62;5015;0;9888;On Time;4;12;4410;Good
5328;35;3966;2352;12731;On Time;5;5;1008;Bad
5329;19;4533;11798;15373;On Time;1;1;3814;Good
5330;30;5603;10158;11889;On Time;1;17;2783;Good
5331;62;6004;8949;18635;On Time;1;5;3489;Good
5332;32;4831;8157;12388;On Time;3;8;3304;Good
5333;37;2129;20058;21491;On Time;5;2;4388;Bad
5334;46;3552;5885;10344;On Time;3;5;1867;Bad
5335;59;6344;14639;25659;On Time;4;14;1660;Good
5336;46;889;10009;25146;On Time;4;2;3360;Bad
5337;20;6781;9695;14526;On Time;1;12;1875;Good
5338;36;5781;15883;20730;On Time;1;14;3812;Bad
5339;20;6974;17312;12997;On Time;5;5;3437;Bad
5340;31;4702;8802;20066;On Time;4;18;3339;Good
5341;57;1907;13996;14120;On Time;5;18;2327;Bad
5342;21;5645;11819;8572;On Time;4;16;2967;Good
5343;69;6911;10037;5000;On Time;2;5;2765;Good
5344;28;6387;11021;13656;Late;5;2;4699;Bad
5345;48;4005;6559;16395;On Time;2;18;2723;Good
5346;60;5130;8469;21651;On Time;3;3;2335;Good
5347;49;4200;7096;15183;Late;4;9;4020;Bad
5348;44;3771;14506;20014;On Time;2;6;2055;Bad
5349;47;6433;9523;12730;On Time;3;18;4824;Good
5350;60;3203;3511;13313;On Time;5;1;1408;Bad
5351;19;3659;6382;20270;On Time;2;18;4790;Bad
5352;66;3343;0;5000;On Time;2;2;3008;Bad
5353;26;2764;7527;15064;On Time;3;17;2590;Bad
5354;45;5219;10188;13000;On Time;2;12;4744;Good
5355;48;6742;9319;21803;On Time;3;2;2739;Good
5356;51;4722;19900;12358;On Time;4;1;1966;Bad
5357;32;2741;12874;17582;On Time;4;10;2939;Bad
5358;65;6259;12652;19607;On Time;4;2;3630;Good
5359;42;7528;1783;7537;On Time;2;5;2922;Good
5360;53;4030;8176;14303;On Time;2;17;2708;Good
5361;25;4282;7566;12841;On Time;1;1;2687;Good
5362;26;5773;6069;19731;On Time;1;14;3581;Good
5363;54;7432;6000;18375;On Time;3;6;1835;Good
5364;65;4220;959;13833;On Time;2;11;3449;Good
5365;62;3001;3620;9762;On Time;3;7;4525;Bad
5366;56;5947;14370;20190;On Time;5;9;4418;Good
5367;49;6198;9285;14661;On Time;2;3;4477;Good
5368;69;5009;7467;6908;Late;5;6;2133;Bad
5369;34;4162;9972;7338;On Time;2;9;4675;Good
5370;52;6491;15836;17188;On Time;4;6;2852;Bad
5371;54;5792;10021;8620;On Time;3;10;3411;Good
5372;36;3847;12701;24298;On Time;1;8;3014;Bad
5373;61;5073;5766;10314;On Time;4;16;2357;Good
5374;46;2972;6906;14998;On Time;1;7;3158;Bad
5375;24;6028;11769;15795;Late;2;18;3790;Bad
5376;45;4606;19463;11353;Late;5;18;3569;Bad
5377;26;4346;17148;5000;On Time;5;15;3400;Bad
5378;45;4950;12914;15954;On Time;4;6;2184;Good
5379;23;5060;10757;11233;On Time;1;5;2847;Good
5380;46;6342;17005;15582;On Time;3;18;3258;Bad
5381;34;5886;13973;14388;On Time;3;8;1400;Good
5382;33;4765;0;16316;On Time;3;3;3603;Good
5383;40;6145;4730;22809;On Time;1;16;3421;Good
5384;48;5601;11690;12269;On Time;5;17;4434;Good
5385;20;4360;1065;12655;Late;5;17;2565;Bad
5386;38;4812;5512;6671;On Time;4;12;2933;Good
5387;43;4777;6500;14024;On Time;1;7;2996;Good
5388;53;5757;8719;17049;On Time;2;6;3684;Good
5389;59;4449;8562;12582;On Time;2;2;2556;Good
5390;54;4414;8554;17082;On Time;3;5;4246;Good
5391;39;7953;14126;14112;On Time;5;2;2776;Good
5392;59;6409;8673;8488;On Time;5;3;3229;Good
5393;29;3859;8076;16559;On Time;1;5;2285;Bad
5394;59;5856;3254;13970;On Time;1;17;1848;Good
5395;30;5177;15121;15613;On Time;4;19;2883;Bad
5396;28;5587;6642;12165;On Time;1;10;2145;Good
5397;33;5206;4564;11722;Late;4;12;1980;Bad
5398;25;6784;11065;15787;On Time;3;18;2962;Good
5399;57;5518;6165;13847;On Time;3;19;1661;Good
5400;57;4906;7370;23621;On Time;5;13;2677;Good
5401;62;6563;11292;18993;On Time;5;8;3026;Good
5402;19;5349;8367;17725;Late;5;3;4070;Bad
5403;47;5182;21558;14112;On Time;2;12;2862;Bad
5404;47;5471;9625;5000;On Time;4;4;3391;Good
5405;29;4859;13089;10962;On Time;3;14;1729;Good
5406;27;5013;291;11763;On Time;4;7;1751;Good
5407;61;4119;5696;13625;On Time;2;13;3863;Good
5408;28;3873;4565;14833;On Time;2;12;2296;Bad
5409;32;3502;5228;18280;On Time;3;15;2013;Bad
5410;33;2912;12077;16365;On Time;3;2;1988;Bad
5411;34;3680;15177;20796;On Time;5;1;2657;Bad
5412;43;4738;11723;13440;On Time;2;6;3638;Good
5413;19;5154;8866;16285;On Time;5;1;816;Good
5414;67;4593;6845;16719;On Time;3;19;5628;Good
5415;29;1466;15567;16228;On Time;2;10;3065;Bad
5416;68;7361;20356;21409;On Time;2;14;2130;Bad
5417;43;6629;10675;19018;On Time;1;2;2834;Good
5418;40;5668;14696;8402;On Time;2;9;2028;Good
5419;35;7861;11716;14428;On Time;5;3;3174;Good
5420;49;3533;13777;14930;On Time;1;19;2193;Bad
5421;66;7831;4177;25757;On Time;2;14;3138;Good
5422;55;3552;7559;13351;On Time;1;16;2512;Bad
5423;64;5358;11977;10087;On Time;2;7;3587;Good
5424;20;3089;16062;17191;Late;4;1;4719;Bad
5425;55;5022;5909;17484;Late;5;5;2288;Bad
5426;20;5579;0;14631;On Time;5;3;2950;Good
5427;47;4767;7508;13898;On Time;1;17;3662;Good
5428;18;6070;15050;19744;On Time;4;14;4220;Bad
5429;47;5148;2080;10732;On Time;1;16;3376;Good
5430;62;4216;4115;13295;On Time;1;7;2249;Good
5431;49;4149;10779;12389;On Time;3;9;1795;Good
5432;45;6216;9420;20469;On Time;1;7;3270;Good
5433;38;4019;12972;16427;On Time;2;15;3672;Good
5434;63;6373;3856;9675;On Time;3;3;3519;Good
5435;30;6834;8375;10177;On Time;3;16;3647;Good
5436;44;2496;15975;24367;On Time;1;18;1725;Bad
5437;53;6699;4035;20416;On Time;3;7;2429;Good
5438;24;8090;17384;19207;On Time;5;17;2842;Bad
5439;39;5378;4662;15061;On Time;3;18;3245;Good
5440;27;5898;14246;22542;On Time;3;3;3276;Good
5441;56;6555;8135;9482;On Time;2;11;3340;Good
5442;32;4586;4275;18764;On Time;5;14;1033;Good
5443;32;5273;7515;12783;On Time;3;17;1677;Good
5444;21;3028;12724;13755;Late;2;19;3050;Bad
5445;49;5207;9965;18628;On Time;5;5;3152;Good
5446;40;5747;15592;14282;On Time;3;3;2842;Bad
5447;23;5774;17178;12826;On Time;1;16;3403;Bad
5448;41;6598;4084;12524;On Time;3;1;3657;Good
5449;37;3837;3718;5068;Late;5;11;1889;Bad
5450;54;4201;3476;18816;On Time;3;10;1272;Good
5451;37;7843;5504;9966;On Time;5;7;2603;Good
5452;29;4774;15521;24292;On Time;1;16;3667;Bad
5453;50;5300;12801;13561;On Time;3;2;3255;Good
5454;45;4899;7274;21547;On Time;5;8;2716;Good
5455;25;3767;9944;5954;On Time;2;15;4230;Bad
5456;18;7435;17021;18657;On Time;3;16;5126;Bad
5457;54;4208;19540;19942;On Time;1;3;3727;Bad
5458;39;3309;11296;21517;On Time;2;2;4577;Bad
5459;23;4323;0;7359;Late;3;15;1499;Bad
5460;38;1997;11486;11486;On Time;5;14;3126;Bad
5461;49;4023;14673;17882;On Time;4;9;2472;Good
5462;52;3547;11123;15742;On Time;2;4;3696;Bad
5463;32;5926;13632;16466;Late;5;8;1768;Bad
5464;22;3989;11785;13198;On Time;2;10;2963;Bad
5465;63;6331;3826;22753;On Time;3;17;2369;Good
5466;67;7097;5568;28042;On Time;1;6;3806;Good
5467;65;6171;8394;15519;On Time;1;5;2500;Good
5468;23;4676;15327;17267;On Time;2;10;1442;Bad
5469;42;5211;6170;15281;On Time;4;17;3466;Good
5470;63;2712;12279;21420;Late;3;16;3860;Bad
5471;57;4799;11518;19145;On Time;5;17;2111;Good
5472;46;3709;17930;9668;On Time;3;18;3670;Bad
5473;24;6041;9791;11936;On Time;4;9;3103;Good
5474;57;8859;1226;9953;On Time;5;11;3097;Good
5475;30;5749;13234;28474;On Time;4;2;822;Good
5476;55;2013;20690;18176;On Time;3;14;4149;Bad
5477;35;4458;13561;12021;On Time;3;15;3353;Good
5478;19;5183;6061;11622;On Time;2;1;3277;Good
5479;25;5131;4590;19026;On Time;4;1;3417;Good
5480;28;3903;5235;19524;On Time;1;9;3244;Bad
5481;50;5367;20016;18990;On Time;4;12;4486;Bad
5482;55;3136;8363;12872;On Time;4;17;4103;Bad
5483;65;3582;6686;16529;On Time;5;15;2548;Bad
5484;44;5968;9207;15554;On Time;5;4;5739;Good
5485;37;3476;8415;10318;On Time;2;5;3770;Bad
5486;29;5807;17838;10367;On Time;1;14;4950;Bad
5487;60;2945;4927;17059;On Time;3;6;3224;Bad
5488;48;7647;15903;15982;On Time;1;6;3119;Bad
5489;44;3838;10610;17766;On Time;1;19;1758;Bad
5490;49;4664;16035;18955;On Time;1;1;1226;Bad
5491;27;5495;17913;22496;On Time;2;9;3018;Bad
5492;20;4151;10423;11120;On Time;2;1;2660;Good
5493;62;5215;8424;18151;Late;1;4;3401;Bad
5494;44;5863;10330;18745;On Time;3;16;2315;Good
5495;52;6440;9526;13439;Late;3;5;3721;Bad
5496;48;6187;1715;15609;On Time;3;16;3906;Good
5497;32;4742;17762;13567;On Time;2;14;4737;Bad
5498;33;4780;11228;25542;On Time;5;9;5368;Good
5499;30;8523;4184;15524;On Time;3;14;3753;Good
5500;66;6424;0;17257;On Time;5;16;5019;Good
5501;52;3617;0;13680;On Time;1;6;3439;Bad
5502;69;5149;13852;12601;On Time;3;17;3278;Good
5503;28;4497;6905;8489;On Time;1;1;2014;Good
5504;38;4796;7725;20499;On Time;1;18;3091;Good
5505;68;3155;12440;18842;On Time;4;11;2681;Bad
5506;28;4382;7419;13494;On Time;1;11;2051;Good
5507;47;7717;12732;10498;On Time;1;12;1453;Good
5508;65;5868;10476;15899;Late;2;2;2979;Bad
5509;52;1263;9579;12511;On Time;1;16;1898;Bad
5510;39;6825;2136;13889;On Time;3;10;2857;Good
5511;55;6634;5901;8682;On Time;2;14;3803;Good
5512;48;4461;13012;16085;On Time;4;7;2110;Good
5513;31;6075;6589;16185;On Time;4;8;1765;Good
5514;41;3710;16026;20473;Late;1;10;1669;Bad
5515;67;4294;21732;14246;On Time;5;10;2329;Bad
5516;66;7247;13281;13332;On Time;4;10;2373;Good
5517;49;4592;17464;7216;On Time;4;14;1672;Bad
5518;53;2195;13603;20504;On Time;4;19;3946;Bad
5519;49;4905;7328;19464;On Time;3;9;3565;Good
5520;32;4882;11000;15143;On Time;5;17;1474;Good
5521;60;6797;20066;8353;On Time;1;19;1941;Bad
5522;52;5021;7382;8927;On Time;1;2;3845;Good
5523;20;4367;4803;12264;On Time;2;15;1690;Good
5524;33;6567;4329;19826;On Time;3;6;2044;Good
5525;22;5181;8912;16451;On Time;5;16;2790;Good
5526;38;3874;4982;7533;On Time;2;17;2237;Bad
5527;27;6732;18370;17021;On Time;5;10;5092;Bad
5528;36;5290;11081;10804;On Time;4;12;3452;Good
5529;42;5004;14858;12388;Late;5;12;3273;Bad
5530;21;5266;8506;19858;On Time;2;19;2952;Good
5531;46;3393;4299;18827;On Time;3;6;3865;Bad
5532;36;4208;3453;20465;On Time;3;2;3281;Good
5533;60;5005;5460;14884;On Time;4;18;2509;Good
5534;19;4708;11737;19415;On Time;1;7;1358;Good
5535;27;6908;12599;12069;On Time;2;5;2365;Good
5536;60;5326;13015;13712;On Time;1;8;2662;Good
5537;42;6282;2556;13368;On Time;4;12;3476;Good
5538;37;5014;9997;15119;On Time;5;1;3930;Good
5539;65;6584;4869;8567;On Time;5;15;2999;Good
5540;36;5596;12007;13874;On Time;4;13;3084;Good
5541;40;5020;12395;22258;On Time;3;10;1802;Good
5542;41;4980;4139;9537;On Time;2;18;2141;Good
5543;28;3568;14840;8353;On Time;4;18;1191;Bad
5544;63;5760;21694;8756;On Time;4;7;2385;Bad
5545;51;4939;14174;28309;On Time;2;15;3325;Good
5546;45;4247;9185;17324;On Time;3;5;3658;Good
5547;22;6659;8417;13648;On Time;3;5;2326;Good
5548;22;3124;8954;15341;On Time;2;1;4065;Bad
5549;68;4366;6196;16138;On Time;1;6;4469;Good
5550;38;6541;11261;11797;Late;5;16;3867;Bad
5551;29;5473;4307;12413;On Time;2;8;4190;Good
5552;67;4928;551;14211;On Time;3;4;2079;Good
5553;21;5376;11098;11376;On Time;1;13;1560;Good
5554;66;5269;10106;13015;On Time;4;19;3915;Good
5555;59;2725;7144;16765;Late;4;10;4379;Bad
5556;37;4476;3586;10014;On Time;4;17;4665;Good
5557;55;7424;11448;28049;On Time;5;18;1329;Good
5558;42;4011;5049;18765;On Time;3;5;3051;Good
5559;31;4522;9305;8649;On Time;1;12;1868;Good
5560;28;4187;18824;5000;On Time;3;1;2823;Bad
5561;49;4869;13255;11562;On Time;5;1;3848;Good
5562;28;4125;3154;18421;On Time;5;3;3373;Good
5563;35;5730;3625;17452;On Time;2;7;1532;Good
5564;44;5295;10759;14445;Late;3;11;2814;Bad
5565;35;6160;3123;11992;On Time;4;15;2474;Good
5566;40;3423;0;10479;On Time;2;3;3921;Bad
5567;28;4489;12661;12987;On Time;3;8;2270;Good
5568;38;4661;11604;9938;On Time;2;3;3161;Good
5569;61;5683;12252;13005;On Time;2;13;2679;Good
5570;22;3810;11315;21654;On Time;1;2;4776;Bad
5571;40;6373;9673;11143;On Time;2;3;3694;Good
5572;58;6779;6689;18054;On Time;5;19;2877;Good
5573;42;3516;12580;18817;On Time;4;15;2631;Bad
5574;58;4263;17649;9601;On Time;1;15;2993;Bad
5575;27;4202;7493;10783;On Time;2;7;5189;Good
5576;39;8948;4896;20344;On Time;1;3;3587;Good
5577;36;4355;4324;10371;On Time;4;17;3313;Good
5578;18;7516;5666;14712;On Time;4;2;3689;Good
5579;24;3100;11012;25199;On Time;1;16;3577;Bad
5580;21;3515;0;19899;On Time;3;11;3665;Bad
5581;18;3970;12195;15426;On Time;4;9;3685;Bad
5582;32;3731;13219;19203;On Time;5;11;2019;Bad
5583;57;4598;1009;14720;On Time;5;5;1702;Good
5584;29;3936;5104;20091;On Time;2;13;3697;Bad
5585;39;3770;10398;5000;On Time;3;19;3368;Bad
5586;39;6737;9282;14303;Late;3;13;2455;Bad
5587;67;6835;12598;5000;On Time;2;2;2314;Good
5588;64;6423;9294;15806;On Time;4;2;3512;Good
5589;34;5785;16323;13819;On Time;1;8;3508;Bad
5590;46;5139;8394;21803;On Time;3;5;1500;Good
5591;63;4254;5084;18559;On Time;3;11;3045;Good
5592;31;3570;4682;12369;Late;4;2;2873;Bad
5593;67;5544;13677;12968;On Time;1;6;2734;Good
5594;37;3239;10148;16903;On Time;5;12;1912;Bad
5595;67;3509;13168;12137;On Time;3;6;2308;Bad
5596;65;6729;13065;14838;On Time;4;16;2683;Good
5597;50;7850;0;21583;On Time;3;19;1141;Good
5598;60;5589;4299;10854;On Time;5;18;4055;Good
5599;32;6659;4896;12761;On Time;2;9;2929;Good
5600;29;4631;5919;13462;On Time;4;17;2422;Good
5601;57;2993;7898;30790;On Time;1;17;1984;Bad
5602;37;5918;14995;18041;On Time;2;3;3248;Good
5603;47;5853;15992;20660;On Time;1;15;1313;Bad
5604;55;5107;8535;18840;On Time;5;10;3723;Good
5605;20;4636;8743;19176;On Time;1;19;3809;Good
5606;45;6443;6472;17367;On Time;3;5;2341;Good
5607;43;3521;10445;16826;On Time;5;13;731;Bad
5608;47;3839;11012;7746;On Time;2;4;2400;Bad
5609;30;3487;14032;16789;On Time;3;14;2689;Bad
5610;30;5127;13992;14458;On Time;3;7;2872;Good
5611;19;3368;0;17727;On Time;5;6;4785;Bad
5612;54;3973;9237;14645;On Time;1;11;3337;Bad
5613;66;3941;16920;18815;On Time;1;11;4699;Bad
5614;55;4609;7809;19699;On Time;2;18;3793;Good
5615;19;2768;15696;5000;On Time;5;7;3394;Bad
5616;53;5130;8467;12830;On Time;2;19;3126;Good
5617;43;6870;10874;5713;On Time;4;3;1031;Good
5618;28;5203;4315;16194;On Time;5;9;937;Good
5619;25;7311;4503;13496;On Time;4;14;3755;Good
5620;61;7000;13627;21779;On Time;2;17;2923;Good
5621;57;6166;14409;16036;On Time;4;3;4035;Good
5622;60;5112;10132;12572;On Time;4;6;1434;Good
5623;39;5033;3862;19692;On Time;3;11;3322;Good
5624;37;6145;10219;13408;On Time;3;13;3460;Good
5625;25;4412;16286;12510;Late;2;14;2363;Bad
5626;46;2176;18714;16968;On Time;2;3;1934;Bad
5627;57;5738;8416;23064;On Time;1;9;1960;Good
5628;43;3303;1700;19267;On Time;4;6;2293;Bad
